number,Chinese entity name,entity binomial scientific name,Chinese sym,English sym,Chinese relation,English relation
2401,苹果瘤蚜,Myzus malus,叶片全部卷缩,All leaves curled up,存在症状,ManifestAs
2402,苹果瘤蚜,Myzus malus,枝梢细弱,Thin branches,存在症状,ManifestAs
2403,苹果根绵蚜,Aphis mali,叶缘向背面卷合,Leaf margins rolled back toward the back,存在症状,ManifestAs
2404,苹果根绵蚜,Aphis mali,白色蜡质绵絮状物,White waxy cotton,存在症状,ManifestAs
2405,绿盲蝽,Apolygus lucorum,叶片生长畸形,Deformed leaf growth,存在症状,ManifestAs
2406,绿盲蝽,Apolygus lucorum,叶片支离破碎,The leaves are broken into pieces,存在症状,ManifestAs
2407,绿盲蝽,Apolygus lucorum,洼陷斑点或斑块,Sunken spots or plaques,存在症状,ManifestAs
2408,绣线菊蚜,Aphis spiraecola,叶向背面横卷,Leaves rolled horizontally to the back,存在症状,ManifestAs
2409,绣线菊蚜,Aphis spiraecola,叶片全部卷缩,All leaves curled up,存在症状,ManifestAs
2410,苹果绵蚜,Eriosoma lanigerum,瘤状突起,Tumor-like protrusion,存在症状,ManifestAs
2411,苹果绵蚜,Eriosoma lanigerum,树体衰弱,Tree weakness,存在症状,ManifestAs
2412,苹果绵蚜,Eriosoma lanigerum,早期落叶,Early leaf drop,存在症状,ManifestAs
2413,苹果全爪螨,Panonychus ulmi,叶片褪色,Leaf fading,存在症状,ManifestAs
2414,果苔螨,Oligonychus ununguis,叶片有失绿斑点,Chlorotic spots on leaves,存在症状,ManifestAs
2415,苹果小吉丁,Agrilus mali,表皮黑褐色,Dark brown skin,存在症状,ManifestAs
2416,苹果小吉丁,Agrilus mali,溢出琥珀色胶滴,Amber glue drops overflowing,存在症状,ManifestAs
2417,苹果小吉丁,Agrilus mali,树势衰弱,Tree weakness,存在症状,ManifestAs
2418,六斑吉丁虫,Chrysobothris succedanea,处有老皮变暗褐色或,There is old skin that turns dark brown or,存在症状,ManifestAs
2419,六斑吉丁虫,Chrysobothris succedanea,形成不规则扁平,Form irregular flat,存在症状,ManifestAs
2420,六斑吉丁虫,Chrysobothris succedanea,充塞黑褐色粪屑,Filled with dark brown feces,存在症状,ManifestAs
2421,薄翅锯天牛,Megopis sinica,削弱树势,Weakening the tree,存在症状,ManifestAs
2422,苹绕实蝇,Rhagoletis pomonella,歪曲的凹陷处,Distorted depression,存在症状,ManifestAs
2423,苹果雕翅蛾,Cydia pomonella,状和孔洞或,Shape and holes or,存在症状,ManifestAs
2424,苹果雕翅蛾,Cydia pomonella,上叶渐枯焦,The upper leaves gradually dry up,存在症状,ManifestAs
2425,苹果鞘蛾,Adoxophyes orana,圆形枯斑,Round spots,存在症状,ManifestAs
2426,苹果塔叶蝉,Empoasca pirisuga,失绿斑点,Chlorotic spots,存在症状,ManifestAs
2427,苹果塔叶蝉,Empoasca pirisuga,呈灰黄色斑,Grayish yellow spots,存在症状,ManifestAs
2428,苹果塔叶蝉,Empoasca pirisuga,状似火烧,Burning,存在症状,ManifestAs
2429,苹果蓝跳甲,Altica foliaceae,缺刻或孔洞,Notches or holes,存在症状,ManifestAs
2430,帽斑天牛,Aromia bungii,削弱树势,Weakening the tree,存在症状,ManifestAs
2431,梨树腐烂病,Valsa mali,病斑稍隆起,The lesion is slightly raised,存在症状,ManifestAs
2432,梨树腐烂病,Valsa mali,皮层组织变松,Loosening of cortical tissue,存在症状,ManifestAs
2433,梨树腐烂病,Valsa mali,呈水渍状湿腐,Water-soaked wet rot,存在症状,ManifestAs
2434,梨树腐烂病,Valsa mali,红褐色至暗褐色,Reddish brown to dark brown,存在症状,ManifestAs
2435,梨树腐烂病,Valsa mali,红褐色汁液,Reddish brown juice,存在症状,ManifestAs
2436,梨树腐烂病,Valsa mali,疣状突起,Wart-like protrusions,存在症状,ManifestAs
2437,梨树腐烂病,Valsa mali,淡黄色卷须状物,Pale yellow tendrils,存在症状,ManifestAs
2438,梨树腐烂病,Valsa mali,呈黑褐色至黑色,Dark brown to black,存在症状,ManifestAs
2439,梨树腐烂病,Valsa mali,病部不呈水渍状,The diseased area is not water-stained,存在症状,ManifestAs
2440,梨树腐烂病,Valsa mali,病斑形状不规则,Irregular lesion shape,存在症状,ManifestAs
2441,梨树腐烂病,Valsa mali,形褐色至红褐色,Brown to reddish brown,存在症状,ManifestAs
2442,梨树腐烂病,Valsa mali,点全果腐烂,Point whole fruit rot,存在症状,ManifestAs
2443,梨黑星病,Venturia pirina,病梢初生梭形病斑,Initial spindle-shaped lesions on diseased shoots,存在症状,ManifestAs
2444,梨黑星病,Venturia pirina,布满黑霉,Covered with black mold,存在症状,ManifestAs
2445,梨黑星病,Venturia pirina,开裂呈疮痂状,Cracked scab-like,存在症状,ManifestAs
2446,梨黑星病,Venturia pirina,叶片初变红,Leaves begin to turn red,存在症状,ManifestAs
2447,梨黑星病,Venturia pirina,重时芽鳞开裂枯死,"In severe cases, the bud scales crack and die.",存在症状,ManifestAs
2448,梨黑星病,Venturia pirina,出现黑绿色至黑色霉,Dark green to black mold appears,存在症状,ManifestAs
2449,梨黑星病,Venturia pirina,出现淡黄色,Light yellow,存在症状,ManifestAs
2450,梨黑星病,Venturia pirina,重时叶片,Heavy leaves,存在症状,ManifestAs
2451,梨黑星病,Venturia pirina,长条形中部凹陷的黑色霉斑,Long strip of black mold with a sunken center,存在症状,ManifestAs
2452,梨黑星病,Venturia pirina,叶柄变黑,Petiole turns black,存在症状,ManifestAs
2453,梨黑星病,Venturia pirina,叶片枯死,Leaf death,存在症状,ManifestAs
2454,梨黑星病,Venturia pirina,叶脉断裂,Broken veins,存在症状,ManifestAs
2455,梨黑星病,Venturia pirina,早期落叶,Early leaf drop,存在症状,ManifestAs
2456,梨黑星病,Venturia pirina,呈现黑色,Black,存在症状,ManifestAs
2457,梨黑星病,Venturia pirina,引起花序和叶簇萎蔫枯死,Causes inflorescence and leaf clusters to wilt and die,存在症状,ManifestAs
2458,梨黑星病,Venturia pirina,点圆形或不规,Point round or irregular,存在症状,ManifestAs
2459,梨黑星病,Venturia pirina,合时呈绿,Green when in season,存在症状,ManifestAs
2460,梨黑星病,Venturia pirina,黑褐色表面木栓化,Dark brown corky surface,存在症状,ManifestAs
2461,梨黑星病,Venturia pirina,病斑淡黄绿色,Lesions pale yellow-green,存在症状,ManifestAs
2462,梨树干枯病,Phomopsis pyri,环隘病斑,Ring lesion,存在症状,ManifestAs
2463,梨树干枯病,Phomopsis pyri,病组织溃烂,Diseased tissue ulceration,存在症状,ManifestAs
2464,梨树干枯病,Phomopsis pyri,呈红褐色水渍状,Reddish brown water stain,存在症状,ManifestAs
2465,梨树干枯病,Phomopsis pyri,黄褐色丝状孢子角,Yellowish brown filamentous spore horn,存在症状,ManifestAs
2466,梨树干枯病,Phomopsis pyri,树皮于缩开裂,Bark shrinkage and cracking,存在症状,ManifestAs
2467,梨树干枯病,Phomopsis pyri,纵向无规则裂皮,Irregular longitudinal cracks,存在症状,ManifestAs
2468,梨树干枯病,Phomopsis pyri,叶边缘焦枯,Leaf edges scorched,存在症状,ManifestAs
2469,梨树干枯病,Phomopsis pyri,叶色转黄,Leaves turn yellow,存在症状,ManifestAs
2470,梨树干枯病,Phomopsis pyri,提早落叶,Early leaf fall,存在症状,ManifestAs
2471,梨树干枯病,Phomopsis pyri,病斑长椭圆形,Lesions oblong,存在症状,ManifestAs
2472,梨树干枯病,Phomopsis pyri,暗褐色,Dark brown,存在症状,ManifestAs
2473,梨树干枯病,Phomopsis pyri,不规则的轮纹,Irregular wheel pattern,存在症状,ManifestAs
2474,梨树干枯病,Phomopsis pyri,呈红褐色干腐,Reddish brown dry rot,存在症状,ManifestAs
2475,梨树干枯病,Phomopsis pyri,病斑凹隐,Lesions are concave,存在症状,ManifestAs
2476,梨树干枯病,Phomopsis pyri,黑色小斑点,Small black spots,存在症状,ManifestAs
2477,梨树枝枯病,Leucostoma persoonii,见到白色菌丝,White hyphae,存在症状,ManifestAs
2478,梨树木腐病,Laetiporus sulphureus,树势衰弱,Tree weakness,存在症状,ManifestAs
2479,梨树木腐病,Laetiporus sulphureus,叶片变黄,Yellowing of leaves,存在症状,ManifestAs
2480,梨树木腐病,Laetiporus sulphureus,木质部腐朽,Xylem decay,存在症状,ManifestAs
2481,梨树木腐病,Laetiporus sulphureus,黄褐色,tan,存在症状,ManifestAs
2482,梨树木腐病,Laetiporus sulphureus,圆头状或马蹄形,Round head or horseshoe shape,存在症状,ManifestAs
2483,梨树木腐病,Laetiporus sulphureus,灰褐色至黑褐色,Gray brown to dark brown,存在症状,ManifestAs
2484,梨树干腐病,Botryosphaeria dothidea,红褐色至黑褐色病斑,Reddish brown to dark brown lesions,存在症状,ManifestAs
2485,梨树干腐病,Botryosphaeria dothidea,凹陷条斑,Sunken stripe,存在症状,ManifestAs
2486,梨树干腐病,Botryosphaeria dothidea,湿润而不规则形的紫红色斑,Moist irregular purple spots,存在症状,ManifestAs
2487,梨树干腐病,Botryosphaeria dothidea,酱色粘液,Caramel mucus,存在症状,ManifestAs
2488,梨树干腐病,Botryosphaeria dothidea,凹陷的黑褐色干斑,Sunken dark brown dry spots,存在症状,ManifestAs
2489,梨树干腐病,Botryosphaeria dothidea,全枝枯死,All branches dead,存在症状,ManifestAs
2490,梨树干腐病,Botryosphaeria dothidea,凹陷条状枯斑,Sunken stripe spots,存在症状,ManifestAs
2491,梨树干腐病,Botryosphaeria dothidea,轮纹斑,Ring pattern,存在症状,ManifestAs
2492,梨火疫病,Erwinia amylovora,边缘清晰,Clear edges,存在症状,ManifestAs
2493,梨火疫病,Erwinia amylovora,呈溃疡状,Ulcer-like,存在症状,ManifestAs
2494,梨火疫病,Erwinia amylovora,褐色至黑色,Brown to black,存在症状,ManifestAs
2495,梨火疫病,Erwinia amylovora,呈“手杖”形,"""Cane"" shape",存在症状,ManifestAs
2496,梨火疫病,Erwinia amylovora,溢出褐色至灰色胶滴,Overflowing brown to gray glue droplets,存在症状,ManifestAs
2497,梨火疫病,Erwinia amylovora,全叶变黑,The whole leaf turns black,存在症状,ManifestAs
2498,梨火疫病,Erwinia amylovora,受害呈萎蔫状,The victim is wilting,存在症状,ManifestAs
2499,梨火疫病,Erwinia amylovora,花柄呈水渍状,Water-soaked flower stalks,存在症状,ManifestAs
2500,梨火疫病,Erwinia amylovora,琥珀色菌液,Amber Bacteria Liquid,存在症状,ManifestAs
2501,梨火疫病,Erwinia amylovora,水浸状斑,Water-soaked spots,存在症状,ManifestAs
2502,梨火疫病,Erwinia amylovora,黄色粘液,Yellow slime,存在症状,ManifestAs
2503,梨火疫病,Erwinia amylovora,病果变黑而干缩,The diseased fruit turns black and shrunken,存在症状,ManifestAs
2504,梨锈水病,Pseudomonas syringae,锈色小水珠,Rusty water drops,存在症状,ManifestAs
2505,梨锈水病,Pseudomonas syringae,红褐色小斑或血丝状条纹,Reddish brown spots or blood-like streaks,存在症状,ManifestAs
2506,梨锈水病,Pseudomonas syringae,枝皮干缩纵裂,Branch bark shrinkage and longitudinal cracking,存在症状,ManifestAs
2507,梨锈水病,Pseudomonas syringae,病斑青褐色水渍状,Brown water-soaked spots,存在症状,ManifestAs
2508,梨锈水病,Pseudomonas syringae,褐斑或黑斑,Brown or dark spots,存在症状,ManifestAs
2509,梨锈水病,Pseudomonas syringae,水溃状病斑,Water ulcer spots,存在症状,ManifestAs
2510,梨锈水病,Pseudomonas syringae,果皮变青褐色或褐色,The fruit skin turns greenish brown or brown,存在症状,ManifestAs
2511,梨锈水病,Pseudomonas syringae,果肉腐烂成浆糊状,The flesh rots into a paste,存在症状,ManifestAs
2512,梨锈病,Gymnosporangium asiaticum,黑色斑点,Black spots,存在症状,ManifestAs
2513,梨锈病,Gymnosporangium asiaticum,黄褐色毛状物,Brown hairy substance,存在症状,ManifestAs
2514,梨锈病,Gymnosporangium asiaticum,病部呈橙色,The diseased part is orange,存在症状,ManifestAs
2515,梨锈病,Gymnosporangium asiaticum,圆形黄色斑点,Round yellow spots,存在症状,ManifestAs
2516,梨锈病,Gymnosporangium asiaticum,褐色斑块,Brown patches,存在症状,ManifestAs
2517,梨白粉病,Podosphaera leucotricha,圆形的白色霉点,Round white mildew spots,存在症状,ManifestAs
2518,梨白粉病,Podosphaera leucotricha,不规则白色粉状霉斑,Irregular white powdery mildew,存在症状,ManifestAs
2519,梨白粉病,Podosphaera leucotricha,初呈黄绿色至黄色不规则病斑,Initially appear as yellow-green to yellow irregular spots,存在症状,ManifestAs
2520,梨白粉病,Podosphaera leucotricha,病叶萎缩,Diseased leaves shrink,存在症状,ManifestAs
2521,梨白粉病,Podosphaera leucotricha,变褐枯死或脱落,"Turn brown, die or fall off",存在症状,ManifestAs
2522,梨白粉病,Podosphaera leucotricha,黄褐色至黑色的小颗粒,Small yellow-brown to black particles,存在症状,ManifestAs
2523,梨树疫病,Phytophthora cactorum,病斑为暗绿色,The lesions are dark green,存在症状,ManifestAs
2524,梨树疫病,Phytophthora cactorum,干缩下陷,Shrinkage,存在症状,ManifestAs
2525,梨树疫病,Phytophthora cactorum,呈环状缢缩,Annular constriction,存在症状,ManifestAs
2526,梨树疫病,Phytophthora cactorum,当年叶片,Leaves of the year,存在症状,ManifestAs
2527,梨树疫病,Phytophthora cactorum,果实小而干,Small and dry fruit,存在症状,ManifestAs
2528,梨炭疽病,Colletotrichum gloeosporioides,圆形深褐色小斑,Small round dark brown spots,存在症状,ManifestAs
2529,梨炭疽病,Colletotrichum gloeosporioides,椭圆形或长条形病斑,Oval or long strip lesions,存在症状,ManifestAs
2530,梨炭疽病,Colletotrichum gloeosporioides,木质部呈深褐色或枯死,The wood is dark brown or dead.,存在症状,ManifestAs
2531,梨炭疽病,Colletotrichum gloeosporioides,病斑为圆形,The lesions are circular,存在症状,ManifestAs
2532,梨炭疽病,Colletotrichum gloeosporioides,同心轮纹,Concentric wheel pattern,存在症状,ManifestAs
2533,梨炭疽病,Colletotrichum gloeosporioides,不规则形,Irregular,存在症状,ManifestAs
2534,梨炭疽病,Colletotrichum gloeosporioides,淡红色小点,Light red dots,存在症状,ManifestAs
2535,梨炭疽病,Colletotrichum gloeosporioides,浅褐色水浸状小圆斑,Light brown water-soaked small round spots,存在症状,ManifestAs
2536,梨炭疽病,Colletotrichum gloeosporioides,软腐下凹,Soft rot concave,存在症状,ManifestAs
2537,梨炭疽病,Colletotrichum gloeosporioides,明显同心轮纹,Obvious concentric ring pattern,存在症状,ManifestAs
2538,梨炭疽病,Colletotrichum gloeosporioides,粉红色粘质物,Pink slime,存在症状,ManifestAs
2539,梨炭疽病,Colletotrichum gloeosporioides,果实腐烂,Fruit rot,存在症状,ManifestAs
2540,梨褐斑病,Mycosphaerella sentina,连片致叶片坏死或变黄脱,The leaves may become necrotic or turn yellow.,存在症状,ManifestAs
2541,梨褐斑病,Mycosphaerella sentina,病斑稍凹陷,The lesion is slightly sunken,存在症状,ManifestAs
2542,梨灰斑病,Fusicladium pyrorum,褐色小点,Brown dots,存在症状,ManifestAs
2543,梨灰斑病,Fusicladium pyrorum,近圆形病斑,Nearly circular lesions,存在症状,ManifestAs
2544,梨灰斑病,Fusicladium pyrorum,病部变灰白色透,The diseased part becomes grayish white and transparent,存在症状,ManifestAs
2545,梨灰斑病,Fusicladium pyrorum,生出黑色小,Give birth to black little,存在症状,ManifestAs
2546,梨叶疫病,Fusicladium pirinum,紫黑色小斑点,Purple black spots,存在症状,ManifestAs
2547,梨叶疫病,Fusicladium pirinum,略带红色至紫色小点状斑,Slightly reddish to purple spots,存在症状,ManifestAs
2548,梨叶疫病,Fusicladium pirinum,形成褪绿,Chlorosis,存在症状,ManifestAs
2549,梨叶疫病,Fusicladium pirinum,病斑凹陷,Lesion depression,存在症状,ManifestAs
2550,梨轮纹病,Botryosphaeria dothidea,褐色突起的小斑点,Small brown raised spots,存在症状,ManifestAs
2551,梨轮纹病,Botryosphaeria dothidea,近圆形的暗褐色病斑,Nearly circular dark brown spots,存在症状,ManifestAs
2552,梨轮纹病,Botryosphaeria dothidea,病斑隆起呈瘤状,The lesions are raised and tumor-like,存在症状,ManifestAs
2553,梨轮纹病,Botryosphaeria dothidea,凹陷的圆圈,Sunken Circle,存在症状,ManifestAs
2554,梨轮纹病,Botryosphaeria dothidea,不规则的轮纹状,Irregular ring pattern,存在症状,ManifestAs
2555,梨轮纹病,Botryosphaeria dothidea,病斑近圆形,Nearly circular lesions,存在症状,ManifestAs
2556,梨轮纹病,Botryosphaeria dothidea,明显同心轮纹,Obvious concentric ring pattern,存在症状,ManifestAs
2557,梨轮纹病,Botryosphaeria dothidea,圆形坏死斑,Round necrotic plaque,存在症状,ManifestAs
2558,梨轮纹病,Botryosphaeria dothidea,水渍状,Water stain,存在症状,ManifestAs
2559,梨轮纹病,Botryosphaeria dothidea,浅褐色至红褐色,Light brown to reddish brown,存在症状,ManifestAs
